samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-ZZ64-0326-SM-5E45S,7.4805,4.8473,8.8978,11.416,7.4774,9.6568,3.0441,3.9539,,,,,,,,,,,
GTEX-13FTW-1526-SM-5LZXC,7.8849,4.5302,8.5824,11.2811,6.9983,9.7305,3.3367,2.9073,,,,,,,,,,,
GTEX-RM2N-0626-SM-48FD6,7.8997,3.0561,8.8131,11.2265,8.2536,9.7596,0,0,,,,,,,,,,,
GTEX-YF7O-0826-SM-4W21F,6.2256,3.7169,8.0777,11.4028,8.2301,9.7323,1.5206,0,,,,,,,,,,,
GTEX-QDVN-1126-SM-48TZ7,7.6439,5.9237,9.224,11.817,8.3996,9.9143,2.579,5.5165,,,,,,,,,,,
GTEX-12BJ1-1426-SM-5BC5Q,7.2827,6.1356,9.9127,11.358,7.3815,9.792,3.7416,4.6866,,,,,,,,,,,
GTEX-148VJ-1126-SM-5NQBZ,9.9049,3.7328,9.6218,11.2483,8.8978,9.4652,1.9,1.9,,,,,,,,,,,
GTEX-WFG8-1026-SM-4LVMZ,6.7997,4.6241,8.8692,11.4724,7.7614,9.6322,3.1516,4.6241,,,,,,,,,,,
GTEX-Y5V6-1126-SM-4VDTD,7.4494,2.5495,8.066,11.2201,8.3261,9.6298,1.9681,1.9681,,,,,,,,,,,
GTEX-13111-0926-SM-5DUVQ,7.0439,1.4333,7.619,11.3346,7.7768,9.5177,1.4333,0,,,,,,,,,,,
GTEX-14E6C-0926-SM-5S2V9,8.2039,3.4576,9.506,11.4326,9.0205,9.1907,1.946,0,,,,,,,,,,,
GTEX-13O21-0826-SM-5J2NU,8.0568,2.3692,8.3549,11.2803,7.9498,9.6645,2.7127,1.9175,,,,,,,,,,,
GTEX-U3ZH-1126-SM-4DXUG,7.9715,2.1767,8.2719,11.3075,8.7622,9.2151,2.6512,2.1767,,,,,,,,,,,
GTEX-XXEK-0426-SM-4BRVW,7.6034,2.639,8.435,11.6519,8.9009,9.7868,2.2991,0,,,,,,,,,,,
GTEX-ZQUD-0326-SM-4YCEN,7.4823,2.325,8.5156,11.1423,7.8533,9.6193,1.8773,1.2246,,,,,,,,,,,
GTEX-QV44-1026-SM-447CG,7.4723,1.2377,7.537,11.5211,8.5113,9.2223,1.2377,1.2377,,,,,,,,,,,
GTEX-ZPU1-1326-SM-57WE1,6.5704,4.6592,9.114,11.5744,7.5801,9.6861,3.4739,3.9218,,,,,,,,,,,
GTEX-WHSE-1626-SM-4M1XL,7.1431,2.7757,9.5639,11.2516,9.3976,9.5942,1.2998,1.9723,,,,,,,,,,,
GTEX-S95S-0326-SM-4B66U,7.3981,3.8208,8.957,11.5561,7.7281,10.1107,2.3335,2.0109,,,,,,,,,,,
GTEX-VJYA-0626-SM-4KL1S,8.4722,2.7567,7.9826,11.5895,7.7709,9.7657,3.2686,1.2866,,,,,,,,,,,
GTEX-11TUW-1226-SM-5GU7C,7.5387,4.2482,9.5201,11.4728,8.5485,9.2389,1.3987,1.3987,,,,,,,,,,,
GTEX-13S86-0726-SM-5Q5DH,6.4512,2.0582,8.3806,11.8567,8.5665,9.8595,2.3839,0,,,,,,,,,,,
GTEX-TKQ1-0426-SM-4DXT4,8.9789,1.7108,8.9427,11.4591,7.6937,9.8545,0,1.7108,,,,,,,,,,,
GTEX-QDVJ-0826-SM-48U1S,6.8184,4.4721,9.124,11.9235,7.7703,9.8211,1.7463,3.3813,,,,,,,,,,,
GTEX-QMRM-0926-SM-447BR,7.5948,4.3385,7.4436,11.5318,8.021,9.5741,2.0721,2.0721,,,,,,,,,,,
GTEX-111YS-1026-SM-5GZYE,7.228,3.2652,8.3699,11.1972,7.6115,9.8746,2.2302,1.1575,,,,,,,,,,,
GTEX-14B4R-0426-SM-5Q5EI,7.8572,2.2902,8.544,11.4194,7.8296,9.719,2.2902,0,,,,,,,,,,,
GTEX-QLQW-0626-SM-447A6,7.5768,3.6741,8.8021,11.5251,8.0344,9.6304,1.4226,0,,,,,,,,,,,
GTEX-Z9EW-0626-SM-5HL95,7.5201,3.3974,7.7566,11.3047,7.3168,9.4871,1.8972,2.6892,,,,,,,,,,,
GTEX-R55C-0726-SM-48FCN,8.0902,5.1344,8.4801,11.3739,8.5262,9.6449,2.7938,3.6859,,,,,,,,,,,
GTEX-WOFM-0526-SM-4OOS2,6.5197,5.2078,8.9287,11.0952,7.5998,9.3743,3.8776,4.31,,,,,,,,,,,
GTEX-ZTSS-0726-SM-51MSN,7.7535,2.0142,8.3895,11.4341,7.942,10.1274,1.0095,1.0095,,,,,,,,,,,
GTEX-11EQ9-0826-SM-5986Y,7.6172,3.5045,8.1248,11.3079,7.7363,9.7686,2.2872,2.6263,,,,,,,,,,,
GTEX-QLQ7-1026-SM-447BB,7.1421,5.5633,8.8177,11.7767,7.6079,9.4957,2.3806,4.0381,,,,,,,,,,,
GTEX-V955-1026-SM-4JBHO,7.126,5.7364,8.7456,11.6528,8.5224,9.4422,2.5524,3.2503,,,,,,,,,,,
GTEX-ZAB5-1026-SM-5HL91,6.8048,1.2645,8.3127,11.4369,8.4992,9.4443,2.3806,2.7247,,,,,,,,,,,
GTEX-WY7C-1326-SM-4ONCX,7.0139,4.157,8.4754,11.1388,7.5974,9.4096,1.8443,3.1329,,,,,,,,,,,
GTEX-131XF-0926-SM-5BC69,6.3558,2.7264,8.3819,11.1645,7.7721,9.8852,3.1482,1.6992,,,,,,,,,,,
GTEX-145LV-1426-SM-5Q5BV,7.6618,3.1795,8.2417,11.3119,7.9219,9.8632,2.7564,1.1053,,,,,,,,,,,
GTEX-QESD-0726-SM-4R1KQ,7.2281,1.4825,9.2804,11.587,8.0208,10.1582,0,0,,,,,,,,,,,
GTEX-XPVG-1326-SM-4B65P,7.3354,3.5983,8.6386,11.6887,8.8903,9.7468,1.16,0,,,,,,,,,,,
GTEX-YFCO-0526-SM-4W1ZJ,7.6713,2.3954,8.2377,11.5235,7.9766,10.1243,1.4354,2.3954,,,,,,,,,,,
GTEX-12C56-1126-SM-5FQTO,7.3544,4.67,8.7854,11.2916,7.8505,9.7878,3.8532,3.9703,,,,,,,,,,,
GTEX-SNMC-0426-SM-4DM5Y,6.721,2.551,8.3245,11.4627,7.9821,9.4032,2.551,1.7783,,,,,,,,,,,
GTEX-QEL4-1526-SM-447AB,8.7684,2.5096,7.5365,11.7668,9.3504,9.3869,2.5096,0,,,,,,,,,,,
GTEX-SNOS-0726-SM-4DM5Z,6.734,4.3166,8.9015,11.4921,7.674,9.4172,2.3379,2.6798,,,,,,,,,,,
GTEX-YEC4-1126-SM-5CVLW,7.2296,2.3097,8.995,11.2575,8.0196,9.8681,0,1.8633,,,,,,,,,,,
GTEX-13OVG-0926-SM-5J2OJ,6.7203,4.009,8.5737,11.4549,7.7983,9.5085,2.2555,1.1753,,,,,,,,,,,
GTEX-XBEW-1426-SM-4AT4J,7.5621,2.8305,8.5288,11.5298,8.2319,9.6147,1.3382,0,,,,,,,,,,,
GTEX-ZDTT-1226-SM-4WKG9,7.2815,5.2426,8.4682,11.1231,7.0677,9.6405,3.5486,5.2872,,,,,,,,,,,
GTEX-RUSQ-0926-SM-47JWU,7.1598,3.0499,9.3556,11.6986,8.5916,9.601,1.777,1.777,,,,,,,,,,,
GTEX-S3XE-0826-SM-4AD4U,6.9235,3.3169,9.1211,11.9253,7.7278,9.8852,2.2756,2.2756,,,,,,,,,,,
GTEX-ZTX8-0326-SM-59HLA,7.5743,6.3178,9.8635,11.7005,7.7115,9.8191,4.6457,5.3117,,,,,,,,,,,
GTEX-XBED-0926-SM-48TCE,6.6374,1.7924,9.0076,11.406,7.4774,9.7789,2.5674,0,,,,,,,,,,,
GTEX-XQ8I-1626-SM-4BOOI,7.3626,2.9533,8.2821,11.4153,8.9203,9.2954,2.9533,2.1285,,,,,,,,,,,
GTEX-11P7K-1226-SM-5HL4X,7.2108,1.2403,7.7657,11.0318,7.4377,9.5182,3.1976,0,,,,,,,,,,,
GTEX-P4QS-0726-SM-3NMCZ,8.2422,4.2511,8.9432,11.4173,7.9807,9.6927,2.5657,3.6417,,,,,,,,,,,
GTEX-NFK9-1226-SM-3LK79,8.5987,1.1893,8.0762,11.1678,7.3659,9.5777,1.8322,2.2754,,,,,,,,,,,
GTEX-SIU7-1326-SM-4BRWW,7.5007,4.0855,8.5702,11.7361,8.0732,9.7306,1.2943,3.6576,,,,,,,,,,,
GTEX-WH7G-1026-SM-4LVML,8.2152,2.4803,8.6364,11.3592,7.8719,9.744,2.4803,1.3373,,,,,,,,,,,
GTEX-WHSB-0526-SM-4M1XM,7.6465,2.0669,8.6882,10.9905,7.631,9.417,2.5322,0,,,,,,,,,,,
GTEX-111CU-0626-SM-5EGHL,7.1866,2.9798,8.5162,11.2775,7.3519,9.7001,1.909,1.2496,,,,,,,,,,,
GTEX-11WQK-1826-SM-5EQM2,5.5105,1.8269,10.122,12.1301,8.5157,9.8841,2.6077,2.8815,,,,,,,,,,,
GTEX-139T6-0726-SM-5PNVK,8.0393,3.2162,8.5979,11.1819,7.4031,9.8965,1.4107,1.4107,,,,,,,,,,,
GTEX-X3Y1-1226-SM-4PQZ8,7.913,3.5656,8.9376,11.2609,7.9228,9.7999,1.3496,0,,,,,,,,,,,
GTEX-ZG7Y-1326-SM-4WWBL,6.6803,0,8.2077,11.6271,8.3331,9.877,2.5886,0,,,,,,,,,,,
GTEX-145LT-1226-SM-5Q5BZ,6.1257,3.7699,8.9319,11.1956,7.5882,9.5967,1.2658,1.9295,,,,,,,,,,,
GTEX-ZA64-0526-SM-5HL9I,7.5059,1.9692,8.8137,11.3141,7.71,9.8051,2.4258,2.4258,,,,,,,,,,,
GTEX-WFON-0926-SM-4LVMK,7.2222,2.4579,7.9982,11.3675,8.1752,9.4617,1.3208,0,,,,,,,,,,,
GTEX-YB5E-0826-SM-4VDRZ,7.2048,2.5568,7.644,10.9788,7.6453,9.5914,1.1512,1.7832,,,,,,,,,,,
GTEX-ZVZP-1426-SM-5NQ7R,7.2965,4.9163,8.019,11.5914,7.4729,9.9881,0,2.4275,,,,,,,,,,,
GTEX-12WSL-1326-SM-5LZVW,8.2645,6.2167,9.4953,11.8377,8.044,9.5586,3.018,4.5537,,,,,,,,,,,
GTEX-WFG7-1026-SM-4LMK8,7.7501,2.1204,8.6051,11.3781,8.0575,10.059,2.45,2.45,,,,,,,,,,,
GTEX-QV31-0526-SM-447C3,7.936,9.9386,9.0829,11.355,7.2669,8.345,7.6499,8.6688,,,,,,,,,,,
GTEX-ZGAY-1226-SM-4YCF4,6.8452,5.2166,8.7105,11.6953,7.8514,9.4872,3.6735,3.7723,,,,,,,,,,,
GTEX-11GSP-1726-SM-5A5LI,6.4139,4.3137,8.7614,11.3556,8.8696,9.2994,1.2944,0,,,,,,,,,,,
GTEX-RNOR-1326-SM-48FDE,7.3752,3.7755,7.4234,11.3041,9.1412,9.0044,0,0,,,,,,,,,,,
GTEX-Y3IK-1226-SM-4WWEK,8.1309,4.5134,8.8764,11.2391,8.4133,9.1749,3.8869,2.9812,,,,,,,,,,,
GTEX-Q734-0826-SM-48U1G,7.5087,5.4798,8.3142,11.3611,9.2424,9.1573,4.7782,4.6321,,,,,,,,,,,
GTEX-ZYY3-1626-SM-5EGJF,7.8138,5.3157,8.2905,11.5548,9.2038,9.1346,2.4542,2.4542,,,,,,,,,,,
GTEX-T2IS-0926-SM-4DM5B,7.7057,2.2227,7.5073,11.2515,9.2113,9.2591,1.1522,1.1522,,,,,,,,,,,
GTEX-N7MT-0226-SM-48TC3,6.7875,4.1104,8.5346,11.3237,9.2163,9.0595,1.985,1.3099,,,,,,,,,,,
GTEX-139D8-1426-SM-5IJEX,6.9104,2.6292,8.1455,11.6736,9.0575,9.1154,3.217,1.0267,,,,,,,,,,,
GTEX-RU72-0826-SM-46MUS,7.7436,1.3052,7.7827,11.3648,8.721,9.286,2.7834,2.4365,,,,,,,,,,,
GTEX-POMQ-0626-SM-3P61E,7.5528,2.7281,7.5354,11.4368,8.2974,9.4871,2.1294,2.9543,,,,,,,,,,,
GTEX-QDT8-1326-SM-48TYY,7.209,2.3138,8.4479,10.9004,8.2631,8.9775,1.867,2.3138,,,,,,,,,,,
GTEX-R53T-1026-SM-48FCO,6.6026,3.3537,8.0896,11.4502,8.7833,9.4351,2.6485,0,,,,,,,,,,,
GTEX-PX3G-0726-SM-48TZT,7.1374,2.8673,8.1706,11.3494,8.0649,9.4922,2.2564,1.1759,,,,,,,,,,,
GTEX-ZYVF-2326-SM-5E44Z,7.7207,1.801,8.1759,11.5039,9.5511,9.4157,2.5775,0,,,,,,,,,,,
GTEX-RTLS-1226-SM-46MUP,7.4983,3.901,7.8946,11.1254,9.2368,8.8087,2.7171,1.2594,,,,,,,,,,,
GTEX-ZF2S-1126-SM-4WKHH,6.9736,4.6538,8.4177,11.1554,8.0706,9.3042,3.7785,3.11,,,,,,,,,,,
GTEX-P78B-1126-SM-3P615,7.3861,2.31,8.1093,11.6118,8.625,9.5359,3.1567,0.9926,,,,,,,,,,,
GTEX-13PL7-0326-SM-5IJEK,7.4133,3.9014,9.0924,11.5278,7.9349,9.6755,2.8944,2.4033,,,,,,,,,,,
GTEX-P4PP-0726-SM-3NM9S,7.0842,2.6753,8.2798,11.2898,7.5843,9.894,3.0328,0.9245,,,,,,,,,,,
GTEX-SE5C-1326-SM-4BRUH,6.989,2.5138,8.2797,11.4522,7.9456,9.7185,1.7466,1.1229,,,,,,,,,,,
GTEX-146FH-1626-SM-5NQ9H,8.2113,3.988,8.6946,11.9659,8.4584,9.7387,4.0754,0.9936,,,,,,,,,,,
GTEX-146FR-0526-SM-5Q5EX,7.3449,1.5765,8.5187,11.2894,8.0681,9.9845,1.9905,1.5765,,,,,,,,,,,
GTEX-QCQG-0726-SM-48U1Z,6.2581,3.2606,9.1442,11.8142,7.8694,9.8852,3.4983,1.4419,,,,,,,,,,,
GTEX-UPIC-0626-SM-4IHK2,7.7368,4.4039,8.1944,11.2327,8.0513,9.6849,2.0651,2.0651,,,,,,,,,,,
GTEX-113JC-0926-SM-5H114,8.0395,3.5913,9.5618,11.4829,9.3633,9.7078,2.5203,0,,,,,,,,,,,
GTEX-X15G-0926-SM-4PQZE,7.4708,2.3422,8.3152,11.7226,8.131,9.4546,1.8929,1.8929,,,,,,,,,,,
GTEX-13OVJ-1326-SM-5K7Z9,7.202,3.226,8.3154,11.117,8.2705,9.3493,0,1.2587,,,,,,,,,,,
GTEX-XV7Q-1026-SM-4BRVR,6.6158,4.2294,8.276,11.3577,8.8155,9.6017,2.5199,3.5428,,,,,,,,,,,
GTEX-ZLWG-1226-SM-4WWFS,7.3625,6.0856,8.5611,11.4885,7.6531,9.7849,3.6032,5.7624,,,,,,,,,,,
GTEX-13U4I-1226-SM-5LU5M,7.0365,2.5423,8.4346,11.1362,8.462,9.3851,2.2075,1.7708,,,,,,,,,,,
GTEX-S4P3-0526-SM-4AD58,7.702,1.9119,8.0264,11.439,8.1068,9.7839,3.2156,0,,,,,,,,,,,
GTEX-133LE-0726-SM-5P9IZ,6.9996,5.3531,8.5246,11.2837,7.9737,9.3781,3.5227,4.0652,,,,,,,,,,,
GTEX-W5WG-1526-SM-4LMIG,7.2334,2.9067,8.384,11.3351,8.1018,9.8293,2.9067,1.7812,,,,,,,,,,,
GTEX-11VI4-0626-SM-5EQLO,7.9149,1.9057,8.5116,11.2809,7.2758,9.873,2.3562,2.3562,,,,,,,,,,,
GTEX-13QBU-0926-SM-5K7WQ,7.3379,1.1614,8.277,11.0512,7.9109,9.6014,1.1614,2.2358,,,,,,,,,,,
GTEX-132AR-2326-SM-5IJDY,6.2805,2.0104,8.1013,12.0188,9.1968,9.8348,3.4721,0,,,,,,,,,,,
GTEX-ZYWO-0926-SM-5E43J,7.6693,2.0469,8.5338,11.4701,8.3741,9.8271,1.0315,1.6268,,,,,,,,,,,
GTEX-13FH7-0726-SM-5J2NK,6.3449,4.5303,9.1547,11.4706,7.6892,9.6329,3.3658,4.0113,,,,,,,,,,,
GTEX-U3ZN-1826-SM-4DXUY,7.6224,4.1272,8.5315,11.1803,8.0075,9.24,2.1026,0,,,,,,,,,,,
GTEX-ZLV1-0626-SM-4WWF6,7.1299,3.416,9.1315,11.3993,7.9565,9.6246,2.5452,2.2103,,,,,,,,,,,
GTEX-UJHI-0926-SM-4IHKF,7.5745,1.2008,7.032,11.5624,8.2236,9.4763,2.2916,0,,,,,,,,,,,
GTEX-WXYG-1126-SM-4ONCH,6.15,2.3112,7.9696,11.1803,7.1385,9.5329,3.158,3.6881,,,,,,,,,,,
GTEX-ZP4G-0926-SM-4WWF4,7.5556,1.1322,8.5099,11.579,7.5985,9.9234,1.7586,1.1322,,,,,,,,,,,
GTEX-S341-0426-SM-4AD5L,7.5059,2.1099,8.0022,11.3579,7.5527,9.7258,2.579,1.4106,,,,,,,,,,,
GTEX-11P81-0926-SM-59874,6.3637,2.9772,7.7652,11.127,8.5033,9.307,2.7504,1.1015,,,,,,,,,,,
GTEX-TML8-1426-SM-4DXUT,7.2121,3.6684,8.0059,10.9986,8.2236,9.2522,2.5899,3.6684,,,,,,,,,,,
GTEX-145ME-0626-SM-5O99Q,7.7717,3.9174,9.5256,11.6483,8.0296,9.9168,1.7448,2.5118,,,,,,,,,,,
GTEX-13113-1026-SM-5LZWM,8.898,3.662,8.6414,11.7661,9.1052,10.1825,3.1329,2.7717,,,,,,,,,,,
GTEX-XUW1-1526-SM-4BOOY,8.8771,1.8111,8.7186,11.2104,7.6626,9.6554,3.2901,2.2521,,,,,,,,,,,
GTEX-ZPIC-1626-SM-57WEB,6.6097,2.7704,8.4623,11.1884,8.0009,9.6928,1.1141,1.1141,,,,,,,,,,,
GTEX-13W3W-1726-SM-5LU4A,7.9442,4.0085,7.5482,11.3365,7.995,9.7602,2.8658,1.8138,,,,,,,,,,,
GTEX-ZF29-1226-SM-4WKH1,6.9654,2.3596,8.0449,11.081,7.322,9.6804,2.3596,1.2494,,,,,,,,,,,
GTEX-ZZPU-1826-SM-5E43L,7.3446,4.8315,8.5703,11.2556,7.834,9.9575,3.5836,2.9247,,,,,,,,,,,
GTEX-OHPL-0626-SM-3MJGJ,8.847,10.6572,9.5273,11.6955,8.114,9.2323,8.045,8.6993,,,,,,,,,,,
GTEX-PWCY-0826-SM-48TCR,6.5266,2.5153,7.5554,11.0809,7.8668,9.6377,1.3631,2.0513,,,,,,,,,,,
GTEX-11ZTT-0926-SM-5EQMS,7.2383,3.7773,8.7332,11.2692,7.8839,9.5155,1.8246,2.267,,,,,,,,,,,
GTEX-R55G-0926-SM-48FDN,8.3087,2.7212,8.1755,11.3907,8.1478,9.7641,1.2622,0,,,,,,,,,,,
GTEX-XYKS-1126-SM-4BRWP,6.7359,2.6876,7.3114,11.4979,8.9363,9.8515,2.4206,2.0927,,,,,,,,,,,
GTEX-WRHK-0426-SM-4MVOG,5.981,3.3867,7.9793,11.1407,7.4314,9.5072,2.3375,3.562,,,,,,,,,,,
GTEX-RWS6-0726-SM-47JXI,7.7355,2.9236,9.0551,11.5185,7.8467,9.8179,2.9236,1.2126,,,,,,,,,,,
GTEX-S7SF-1026-SM-4AD4I,8.4222,2.6992,8.6365,11.2875,8.3858,9.6643,4.0099,1.9059,,,,,,,,,,,
GTEX-TMMY-1226-SM-4DXT6,8.458,2.4432,8.1477,11.4353,7.9542,9.6544,2.4432,1.9852,,,,,,,,,,,
GTEX-ZVT2-1226-SM-5GU5H,7.4864,5.3087,8.6887,11.0078,7.2328,9.6039,3.5112,4.4465,,,,,,,,,,,
GTEX-14AS3-0726-SM-5S2NY,6.3475,0,7.2139,11.04,8.2479,9.2341,2.6695,0,,,,,,,,,,,
GTEX-1399S-1226-SM-5J1O6,7.8699,6.82,9.0937,11.6221,8.0792,9.4736,3.9596,4.8578,,,,,,,,,,,
GTEX-131XG-0926-SM-5LZW5,7.5567,2.2021,10.5523,11.9382,7.3886,10.1353,2.8078,6.2139,,,,,,,,,,,
GTEX-XUJ4-0926-SM-4BOPA,6.6876,2.63,8.3422,11.4043,7.564,9.297,2.1571,1.449,,,,,,,,,,,
GTEX-ZXES-1226-SM-5NQ8G,7.5248,4.1083,8.8877,10.8431,7.6839,9.4135,2.4413,2.7883,,,,,,,,,,,
GTEX-11I78-1426-SM-5PNVY,7.7329,1.2813,8.0612,11.1861,7.3484,10.0434,3.7945,2.4038,,,,,,,,,,,
GTEX-PWOO-1026-SM-48TCN,7.8455,6.6015,9.5225,11.6973,8.5912,9.7247,4.404,5.046,,,,,,,,,,,
GTEX-12WSJ-0726-SM-5GCN6,6.5885,2.964,8.3851,11.2286,7.5382,9.5407,2.3453,1.8957,,,,,,,,,,,
GTEX-1211K-1026-SM-5EQ4B,6.9513,1.799,9.2404,11.5557,7.4308,9.8968,1.1634,0,,,,,,,,,,,
GTEX-11DXX-1026-SM-5H11E,8.3223,5.9636,8.8741,11.4926,7.4479,10.1919,2.1008,4.2129,,,,,,,,,,,
GTEX-PWN1-0726-SM-48TDR,7.5035,4.4164,8.5887,11.3432,7.1837,9.5893,2.6842,2.9606,,,,,,,,,,,
GTEX-T5JW-1426-SM-4DM5Q,7.6672,1.174,8.6592,11.5269,7.8096,9.8159,0,1.174,,,,,,,,,,,
GTEX-WEY5-1026-SM-4LMK9,6.4772,1.9417,8.2395,11.3163,7.2673,9.5828,1.2755,1.2755,,,,,,,,,,,
GTEX-Y5LM-1126-SM-4VDT5,5.7256,3.2109,7.7688,11.112,7.7539,9.4929,1.7484,2.1826,,,,,,,,,,,
GTEX-RU1J-0426-SM-46MUK,7.3431,3.6587,7.9465,11.2434,7.4799,9.536,1.295,1.9662,,,,,,,,,,,
GTEX-ZPCL-1226-SM-4WWFF,7.2318,3.0922,8.3652,11.6167,7.6191,9.8758,2.2522,1.1729,,,,,,,,,,,
GTEX-T6MO-0626-SM-4DM6P,8.4318,2.0412,8.7253,11.0614,7.6061,9.6463,1.355,2.0412,,,,,,,,,,,
GTEX-S32W-1026-SM-4AD5W,6.2036,1.9044,8.669,11.5226,8.8136,9.6448,2.6976,2.3548,,,,,,,,,,,
GTEX-Y8LW-0626-SM-4VDS8,5.7247,2.3647,9.3153,11.7239,8.1497,9.602,2.3647,1.6207,,,,,,,,,,,
GTEX-ZTPG-1526-SM-51MTF,5.9594,3.332,7.9218,11.5713,9.1505,9.4257,1.0934,1.0934,,,,,,,,,,,
GTEX-13X6H-1426-SM-5SI91,6.1952,3.2163,7.9918,11.0373,6.8681,9.3264,1.7526,0,,,,,,,,,,,
GTEX-TSE9-1326-SM-5CHR5,0,0,0,0,0,0,0,0,,,,,,,,,,,
GTEX-W5X1-1026-SM-5CHSO,0,0,0,0,0,0,0,0,,,,,,,,,,,
