,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-X3Y1-0726-SM-3P5YU,5.9616,3.9213,7.1786,11.1985,8.6957,9.3276,3.0136,2.5153,,,TCGA-H8-A6C1-01,8.0761,6.829,9.1919,11.3711,8.4312,9.4702,6.7117,7.8616
GTEX-TKQ2-0426-SM-4DXUO,5.6165,3.6216,7.3661,11.2976,8.402,9.0643,5.2385,1.9363,,,TCGA-2L-AAQM-01,6.98,3.5056,8.6139,10.9699,7.9307,9.2375,2.513,3.727
GTEX-RM2N-0326-SM-48FD8,4.8508,2.7161,7.4634,10.9845,8.2759,9.0092,2.7161,0,,,TCGA-HV-A5A3-01,8.3264,6.7757,8.6516,11.0239,7.7531,8.7274,6.5655,6.9459
GTEX-WFG8-0326-SM-4LVN4,6.0615,4.4381,7.8357,11.3756,8.3281,9.2303,3.0907,3.3783,,,TCGA-HV-AA8V-01,8.0891,6.4234,9.2508,11.1453,8.2528,8.8838,5.7714,6.851
GTEX-WH7G-0826-SM-4LVMR,5.8575,3.6318,6.7335,11.1017,8.305,8.8355,3.6318,1.9445,,,TCGA-IB-AAUQ-01,8.0337,6.1887,9.6779,10.9886,7.788,9.0459,7.306,6.639
GTEX-1339X-1026-SM-5IFH5,4.4765,3.4148,7.4023,11.8354,8.8025,9.8771,5.2375,0,,,TCGA-FB-AAQ1-01,8.907,6.9701,9.4966,11.1938,8.6972,8.7247,6.3862,7.5481
GTEX-U8XE-2026-SM-5CHQF,0,0,0,0,0,0,0,0,,,TCGA-IB-AAUV-01,6.4866,5.0907,9.8997,11.2225,8.0032,9.4772,4.2703,5.3366
GTEX-146FH-1826-SM-5QGQ7,5.7835,4.685,8.1407,11.6686,9.1747,9.5897,3.1254,2.4946,,,TCGA-2J-AAB4-01,8.982,7.0307,8.9405,10.9251,8.6294,8.3444,6.1693,7.1808
GTEX-XYKS-1226-SM-4BRVI,5.9879,3.0616,8.2281,11.4153,9.022,9.5576,3.4328,3.5878,,,TCGA-FB-A7DR-01,8.8832,6.4636,9.5015,10.7395,7.2138,9.1434,6.3872,6.5124
GTEX-ZF3C-2026-SM-4WWB5,5.8968,5.1413,8.261,11.0332,9.6747,8.8127,6.1207,2.7475,,,TCGA-3A-A9IZ-01,9.6482,7.9076,9.1378,10.9446,7.6612,8.5465,7.9566,7.4017
GTEX-11ILO-1526-SM-5A5KZ,5.6155,4.5881,7.7559,11.408,9.632,9.2864,4.898,0,,,TCGA-3A-A9I7-01,8.3705,7.4427,9.482,11.1319,8.1637,9.1273,7.04,7.1917
GTEX-ZYWO-1326-SM-5SI8X,4.4226,2.7173,6.1995,10.7233,9.0222,9.0819,2.7173,1.5154,,,TCGA-2J-AABO-01,7.7736,6.3316,9.2303,11.2336,7.9452,9.2536,7.2778,6.3748
GTEX-Y3IK-0426-SM-4WWE2,6.2275,4.8195,8.7185,11.3562,8.9175,8.8029,4.4855,4.05,,,TCGA-RB-AA9M-01,8.5116,6.0476,9.7374,10.8946,8.1607,9.2121,7.0674,6.7155
GTEX-WYVS-0926-SM-4SOJV,4.0588,1.8524,7.0678,10.6263,9.0471,8.655,3.5165,1.8524,,,TCGA-IB-7647-01,8.8167,7.7726,9.5544,11.1401,8.8422,9.8239,7.5488,8.3969
GTEX-R53T-0426-SM-48FEM,6.6154,5.0288,7.3149,11.0636,9.1754,9.2692,5.3605,3.2386,,,TCGA-3A-A9IX-01,7.3422,6.2561,9.7688,10.8627,8.6167,9.1778,5.8795,6.2061
GTEX-132AR-1826-SM-5EGHR,5.3389,1.6749,7.3895,11.2589,9.0398,8.7436,5.5562,3.5807,,,TCGA-IB-AAUU-01,8.442,6.5816,9.5585,11.6958,8.3498,9.3062,5.3197,7.3192
GTEX-ZTPG-1026-SM-5DUWP,4.4193,2.1373,7.2824,11.2904,8.8037,9.0988,2.6086,0,,,TCGA-H6-A45N-01,8.0537,6.39,9.3623,11.1103,7.9506,8.6538,6.177,6.266
GTEX-QCQG-0426-SM-48U29,5.3671,4.1906,7.7789,10.754,8.2543,8.7372,4.1906,3.4044,,,TCGA-IB-7889-01,7.9335,6.311,8.8046,10.9517,8.4809,9.108,5.0935,5.7001
GTEX-13X6H-0626-SM-5LU53,3.9843,2.1026,7.9062,10.6898,8.5871,8.7896,5.1537,0,,,TCGA-HZ-8638-01,8.7291,8.1503,8.9521,10.8136,8.5648,9.1807,7.7076,8.7415
GTEX-S32W-0826-SM-4AD5Z,5.5665,3.0742,6.9261,11.1007,9.1037,9.1261,4.1457,3.6009,,,TCGA-IB-AAUS-01,7.9556,6.1535,9.8084,11.2685,7.4978,9.1612,5.7016,6.1535
GTEX-ZYY3-0826-SM-5E44R,6.6147,4.5906,7.4824,11.2607,9.2286,9.129,3.8931,2.987,,,TCGA-FB-AAQ2-01,10.0542,7.9738,9.1335,11.2648,9.1303,9.2357,7.4718,7.9099
GTEX-13D11-2226-SM-5IFEO,5.0796,3.5062,7.2075,10.9997,8.4969,9.3452,3.2684,2.1552,,,TCGA-RB-A7B8-01,8.3267,6.4999,9.7417,11.1227,7.7238,8.7741,6.4685,6.742
GTEX-OHPL-1026-SM-3MJGI,5.8172,3.3548,7.4626,11.022,8.231,9.2312,5.462,0,,,TCGA-US-A77J-01,8.9087,8.0033,9.159,11.2575,8.3537,9.1344,4.9421,6.582
GTEX-14AS3-0326-SM-5Q5DB,2.8632,1.6286,7.0979,11.0684,8.844,9.1174,4.1486,2.8632,,,TCGA-F2-A44G-01,8.8196,6.6043,9.6275,11.0571,8.1596,8.7921,6.4441,7.6158
GTEX-S4P3-0626-SM-4AD59,5.9725,3.1249,7.4008,11.2167,8.1837,9.4453,3.6537,3.4134,,,TCGA-IB-8126-01,7.2502,4.6832,9.4311,10.5955,8.0097,9.0515,4.9939,5.7406
GTEX-Y5LM-0526-SM-4V6G3,5.1448,1.9962,7.1749,11.3445,8.565,9.3236,3.8533,1.9962,,,TCGA-HZ-A77O-01,9.1853,6.9734,9.147,11.2672,8.1311,9.3648,7.4948,7.7017
GTEX-P4PP-1026-SM-3NM9O,7.927,6.6259,7.827,11.3202,8.2377,9.4066,5.9565,5.6404,,,TCGA-S4-A8RP-01,8.3727,6.3441,9.8426,11.122,8.5076,8.9994,6.6717,6.4476
GTEX-13N11-0226-SM-5KM3C,7.763,6.1212,8.696,11.4063,8.7591,9.3177,5.7828,4.8087,,,TCGA-HZ-8637-01,9.1856,8.1471,10.2893,11.3742,9.4687,9.5662,6.8989,7.8354
GTEX-N7MT-1626-SM-3LK71,5.6356,4.6643,6.475,11.3691,9.0173,9.1254,0,1.89,,,TCGA-US-A774-01,8.1444,7.3835,9.7633,11.1978,8.2589,9.22,5.5916,7.4537
GTEX-146FR-0126-SM-5Q5F3,4.6617,3.2987,7.1983,10.6308,8.0406,8.8476,3.2987,0,,,TCGA-HV-AA8X-01,9.2869,7.8171,9.3163,11.1032,8.1047,9.0061,6.6242,8.9132
GTEX-WXYG-0826-SM-4ONC7,5.0175,2.7836,7.978,11.1762,8.095,9.1195,3.881,1.5665,,,TCGA-S4-A8RO-01,9.7893,7.1685,10.336,11.5928,9.2358,9.1138,7.4493,6.9904
GTEX-13U4I-1526-SM-5IFFF,6.3982,5.0831,8.0573,11.2145,8.7004,9.3051,5.8586,4.213,,,TCGA-IB-AAUN-01,9.8635,6.6308,9.0648,10.7824,8.5991,9.0917,7.8525,7.2678
GTEX-1122O-0726-SM-5GIEV,5.5255,2.9878,7.1434,11.0898,8.1068,9.082,5.0088,0,,,TCGA-LB-A7SX-01,9.9812,8.3805,9.0648,11.8885,8.6119,9.4644,7.4022,8.5275
GTEX-11I78-0626-SM-5A5LZ,5.7379,3.0843,7.3496,11.1893,8.15,9.1761,3.7515,1.8048,,,TCGA-Z5-AAPL-01,8.8178,9.0165,9.8077,11.5749,9.5074,8.6526,6.206,7.9741
GTEX-ZZPU-0726-SM-5N9C8,5.1904,3.6106,6.7235,11.57,8.4024,9.314,2.7241,1.5206,,,TCGA-IB-7649-01,6.5578,5.1476,9.2691,10.4388,7.9661,8.8861,4.9251,6.1684
GTEX-PX3G-1026-SM-48TZW,6.5026,3.5692,7.6588,11.2193,8.0223,8.7764,5.287,3.5692,,,TCGA-YH-A8SY-01,9.1381,6.5899,9.9672,11.135,7.9194,8.5161,6.8858,8.439
GTEX-11XUK-0626-SM-5N9ES,6.2256,0,6.7376,11.0705,8.2976,9.188,2.123,0,,,TCGA-2J-AABT-01,7.9446,6.5969,9.4888,11.1258,7.5665,9.086,5.216,7.262
GTEX-ZC5H-0826-SM-5N9FH,6.3398,5.6979,8.516,11.2545,9.5247,9.2329,5.5264,3.8167,,,TCGA-FB-A545-01,10.0354,6.3188,9.383,10.8821,8.6555,9.1165,9.0445,7.2787
GTEX-ZPIC-0926-SM-4WWFK,5.9909,3.5906,7.0004,11.1585,8.1345,8.8365,4.6401,2.7056,,,TCGA-HV-A5A4-01,7.8601,5.8064,9.635,10.7751,7.9379,8.7647,6.4178,6.8964
GTEX-ZYFG-0826-SM-5BC5T,6.398,4.143,8.2067,10.8685,8.7504,9.0716,4.2868,3.3589,,,TCGA-FB-A78T-01,8.2722,6.5905,9.9966,11.6196,8.6644,9.0298,6.7799,7.912
GTEX-13VXT-1226-SM-5LU3M,6.0232,5.149,7.8094,11.1684,8.4462,9.0739,4.8537,3.6432,,,TCGA-2J-AAB9-01,7.7795,6.0611,8.9822,10.8957,7.8972,9.0252,5.551,5.728
GTEX-13FH7-1426-SM-5IFIC,6.5268,2.0899,7.2212,11.1493,8.3132,9.1738,3.4292,0,,,TCGA-3A-A9IB-01,8.6329,6.5746,9.8289,10.88,7.6026,9.1785,7.4574,6.9832
GTEX-Y8LW-1026-SM-5IFJY,4.6128,2.6816,7.1106,10.641,8.3643,9.0033,4.6128,3.0393,,,TCGA-FB-A4P5-01,8.4406,7.7206,9.2157,11.1654,8.2119,8.9791,5.9302,7.0367
GTEX-RWS6-1126-SM-47JXC,5.8957,0,7.203,10.9309,8.1942,8.7654,4.7985,1.782,,,TCGA-HZ-8317-01,8.6745,6.7808,9.5018,10.8041,8.066,9.2393,7.144,7.4606
GTEX-1399U-0926-SM-5IFHA,5.2342,4.2721,7.7258,10.8938,8.3944,9.1145,3.9687,3.584,,,TCGA-HZ-A49H-01,7.9793,6.0138,8.9518,11.0549,8.1199,9.312,5.036,5.8488
GTEX-13CF3-1026-SM-5LZWY,5.5983,2.2171,8.6196,11.3551,8.4446,9.4013,7.1448,2.2171,,,TCGA-3A-A9IH-01,9.1961,6.9276,8.9086,11.0461,8.2041,9.1077,7.1686,7.2084
GTEX-13W3W-1026-SM-5IFG4,5.5011,2.5013,6.3265,10.6227,8.3271,8.654,4.1141,1.736,,,TCGA-IB-7888-01,7.3858,7.0842,9.6077,10.9088,7.7227,8.9898,5.3599,6.6175
GTEX-PWOO-0626-SM-48TZH,4.8708,2.5134,7.7449,11.4706,8.9391,9.1498,5.3861,1.3617,,,TCGA-XD-AAUG-01,6.2333,4.0795,9.3205,11.1807,7.8079,9.5702,3.2454,5.0362
GTEX-ZP4G-0426-SM-4YCER,4.3226,1.9725,7.2303,11.2248,8.116,9.2286,4.9186,3.0551,,,TCGA-FB-AAQ3-01,8.0319,6.1027,8.8181,10.7434,8.5557,9.2828,5.5971,6.3221
GTEX-13FTX-1226-SM-5IFGN,5.7418,4.4295,7.3293,11.4465,8.6642,9.4569,3.6341,1.7151,,,TCGA-HV-A5A6-01,8.6722,7.0521,9.7858,11.2787,9.048,9.3339,7.8035,7.1674
GTEX-UJHI-0626-SM-3DB8T,5.4841,4.8356,7.335,11.6212,8.4173,9.3825,4.7512,2.5514,,,TCGA-HZ-8003-01,8.1302,7.3407,9.3822,11.151,8.2447,9.2916,6.9261,7.9302
GTEX-ZF2S-0426-SM-4WKGP,7.4521,6.1425,7.6382,10.6342,8.7319,8.6921,6.0287,4.4872,,,TCGA-IB-7644-01,7.7856,7.3858,9.3717,10.8449,7.7297,8.7414,7.0497,7.8342
GTEX-131XG-1426-SM-5GCMO,6.0677,0,6.6608,11.3152,8.0408,9.1551,1.6469,0,,,TCGA-3A-A9IR-01,4.9266,3.2332,6.9266,11.0991,9.3949,9.4745,1.766,1.4858
GTEX-ZVT2-2026-SM-5NQ8Q,5.6685,2.7093,7.6066,11.247,8.0363,9.124,4.1392,2.7093,,,TCGA-IB-7651-01,8.4018,6.5071,9.6289,10.8131,8.1587,9.3561,8.2605,6.8452
GTEX-12WSD-1626-SM-5GCNR,5.2668,2.3692,6.7726,10.9361,9.2422,8.6018,3.2224,0,,,TCGA-IB-A5SS-01,9.5767,6.2046,9.0706,11.0286,7.284,8.8242,7.479,7.5691
GTEX-12WSK-0226-SM-5BC62,6.5789,4.7213,8.5048,10.5403,8.6691,8.9923,5.3299,3.3546,,,TCGA-IB-A5ST-01,8.3425,8.0161,9.5746,11.2991,8.1948,9.0747,5.6106,7.0724
GTEX-X15G-0726-SM-4PQZ5,4.8528,2.8949,6.73,11.1857,8.6542,8.8729,5.0526,0,,,TCGA-IB-AAUO-01,9.7116,7.0029,9.4725,11.4582,8.9649,9.3332,7.8437,7.338
GTEX-ZLWG-0326-SM-4WWC7,6.7984,5.5081,8.1862,11.3421,7.9779,9.1886,4.2029,4.4781,,,TCGA-LB-A8F3-01,9.1941,5.9598,9.2409,11.1239,7.9051,9.3399,5.8382,5.396
GTEX-13PL7-2226-SM-5L3IC,6.0532,3.8845,8.645,11.0625,8.11,9.0226,3.8845,3.2639,,,TCGA-Q3-AA2A-01,8.104,5.2756,9.4448,11.2982,8.4877,8.7903,7.044,6.4885
GTEX-WI4N-1826-SM-4OOSF,5.5994,3.0346,8.2643,11.6514,9.1644,9.0968,5.0292,2.4105,,,TCGA-IB-AAUW-01,7.0348,6.7102,9.4563,10.9888,8.1824,9.31,4.706,5.8857
GTEX-1128S-0826-SM-5GZZI,3.6508,2.7613,7.2953,11.4164,9.5211,9.0417,5.6197,0,,,TCGA-LB-A9Q5-01,7.6902,6.2498,8.9706,10.5774,7.6081,8.5922,6.6788,6.0347
GTEX-11VI4-0426-SM-5EGHZ,6.5182,4.8315,8.1496,11.1984,7.7575,9.154,4.6851,3.2082,,,TCGA-3A-A9IN-01,7.1712,3.7095,8.2301,11.0314,9.1259,9.8028,3.2272,3.0764
GTEX-Y5V5-1026-SM-5LUAH,4.7082,0,6.7053,10.9503,9.454,8.7333,3.2296,0,,,TCGA-FB-AAPS-01,8.0844,6.6212,9.4502,11.0278,7.8928,9.21,6.2582,5.2972
GTEX-R55G-0326-SM-48FDM,5.6088,2.2703,7.6428,10.972,8.2319,8.827,3.8464,2.2703,,,TCGA-IB-7887-01,7.9466,6.6966,10.0718,11.2832,8.1237,8.9765,6.2722,7.329
GTEX-13OVI-0526-SM-5IFFQ,5.8148,3.4081,6.9773,11.0243,8.2116,9.0625,3.7026,2.538,,,TCGA-3A-A9IC-01,9.6483,6.922,9.8062,10.7584,7.6114,9.2306,6.8019,6.7914
GTEX-1399S-0326-SM-5IFFS,5.2462,2.8398,6.6956,11.4024,8.2158,9.4474,5.081,1.6102,,,TCGA-HV-A5A5-01,7.9642,6.4244,9.2836,11.1953,8.2105,8.9302,5.6986,6.4101
GTEX-ZF29-1126-SM-4WKGO,5.4305,2.382,6.5818,10.5311,8.3335,8.8618,5.1169,0,,,TCGA-HZ-7922-01,8.7858,6.8656,9.8718,10.7627,8.0376,9.0675,6.5959,8.0071
GTEX-11DXX-0926-SM-5H112,5.8363,2.3668,6.8236,11.2671,8.2226,9.1353,3.9591,0,,,TCGA-YY-A8LH-01,8.6282,6.4723,9.1327,11.3449,8.8321,9.3457,7.3939,7.1048
GTEX-ZAK1-2326-SM-5CVMY,6.6063,4.237,6.8037,10.806,9.3743,8.8545,4.7004,2.1926,,,TCGA-2J-AABR-01,8.2373,7.274,9.3269,11.0246,7.8938,8.869,6.0399,6.0399
GTEX-145ME-0326-SM-5S2QO,6.1821,2.6124,7.4505,10.6708,8.447,8.8337,3.7853,0,,,TCGA-HZ-7924-01,8.469,8.7852,9.4009,11.1933,8.3373,8.978,7.445,8.6442
GTEX-SE5C-0326-SM-4BRWX,5.8781,3.5493,7.7201,11.5211,8.4559,9.3628,4.3414,3.5493,,,TCGA-RL-AAAS-01,8.4833,6.6076,8.6872,10.6689,7.9088,9.038,4.9919,5.3769
GTEX-YB5K-1826-SM-5IFJC,5.9228,1.7598,7.0473,10.9299,8.5305,8.8431,4.6361,3.0286,,,TCGA-3A-A9IV-01,7.9106,5.1885,8.2051,10.555,8.02,8.8876,5.8167,5.2877
GTEX-1211K-1126-SM-5EGGB,6.3833,3.1263,7.2085,10.9193,8.2206,9.0216,3.1263,3.1263,,,TCGA-2J-AABP-01,11.7369,9.514,9.6906,11.5537,7.2251,8.9674,8.4418,8.0861
GTEX-TMMY-1326-SM-4DXU9,5.1971,2.5255,6.3129,11.5117,8.1971,9.0668,3.9329,1.7566,,,TCGA-HZ-8636-01,8.311,7.1059,10.001,11.2876,8.6274,9.4957,7.7255,7.3432
GTEX-W5WG-0826-SM-4RGNE,5.4558,2.4633,6.8873,11.005,8.3636,8.8648,5.1235,4.0705,,,TCGA-HZ-A49G-01,7.5781,6.0143,9.2548,11.0772,8.1287,8.8929,6.0143,6.1209
GTEX-13SLX-1326-SM-5S2QS,5.5539,2.2724,6.0473,11.1431,8.9841,8.6693,3.1148,2.2724,,,TCGA-XD-AAUH-01,6.8054,4.7289,9.2627,11.321,8.3492,9.5957,5.2956,4.8132
GTEX-XUW1-1726-SM-4BOOZ,4.8729,0,6.8747,11.0373,8.4425,8.3013,4.0638,2.8658,,,TCGA-H6-8124-01,8.5862,6.4761,9.5709,11.0623,8.4958,9.2513,7.8067,7.1011
GTEX-12WSG-1026-SM-5EGII,8.6477,4.1622,7.3857,11.1496,8.7017,8.9152,4.8666,3.617,,,TCGA-IB-A5SQ-01,8.8467,6.7449,9.7264,11.0401,8.0465,9.3757,6.2028,6.2773
GTEX-WRHK-0226-SM-4MVOH,5.8923,0,7.2465,11.0988,7.8068,8.7208,4.5171,2.5524,,,TCGA-2J-AABI-01,9.6733,7.478,9.1989,11.6168,8.8785,9.9576,7.3359,7.031
GTEX-W5X1-0226-SM-5CHTO,0,0,0,0,0,0,0,0,,,TCGA-HZ-A77Q-01,8.0358,6.7221,9.3462,10.9584,7.5656,9.0525,5.8335,6.0318
,,,,,,,,,,,TCGA-HZ-8315-01,7.2015,6.1096,9.5859,10.779,8.6848,9.207,6.4061,6.5585
,,,,,,,,,,,TCGA-US-A779-01,8.6631,6.9354,8.6902,11.356,7.6497,9.2046,5.7776,6.2523
,,,,,,,,,,,TCGA-IB-7897-01,7.3667,5.9734,9.9489,10.9989,8.1932,9.5607,5.9441,6.5113
,,,,,,,,,,,TCGA-XN-A8T5-01,8.0074,6.1082,9.5323,11.0198,8.4211,9.4127,7.5293,5.495
,,,,,,,,,,,TCGA-HZ-7919-01,8.7597,7.2637,9.2942,10.9696,8.1147,9.1737,8.1975,7.72
,,,,,,,,,,,TCGA-XD-AAUI-01,9.0543,7.1345,9.817,11.4688,8.3443,9.3653,8.3657,6.9336
,,,,,,,,,,,TCGA-2L-AAQJ-01,8.5573,7.1077,9.6106,10.8605,7.7962,8.9931,6.4085,7.0288
,,,,,,,,,,,TCGA-IB-7652-01,7.1721,5.8832,9.629,10.8743,7.9479,8.3184,5.7538,6.2921
,,,,,,,,,,,TCGA-IB-7891-01,7.3829,6.5849,9.5717,10.6866,8.2638,9.1899,5.4534,6.6536
,,,,,,,,,,,TCGA-L1-A7W4-01,10.1691,8.37,10.1253,11.4278,9.8536,9.1414,8.4181,8.0901
,,,,,,,,,,,TCGA-M8-A5N4-01,8.0056,6.3556,9.5411,11.1959,8.2746,8.7039,6.3712,6.8315
,,,,,,,,,,,TCGA-IB-7645-01,6.8108,6.6612,10.0457,11.227,7.8759,9.3983,5.9173,7.1354
,,,,,,,,,,,TCGA-PZ-A5RE-01,8.6736,6.9045,8.3793,11.3872,7.8768,9.1973,6.2674,6.5337
,,,,,,,,,,,TCGA-FB-AAPU-01,9.0506,7.3266,10.3134,11.8241,8.7695,9.2559,6.9363,7.8409
,,,,,,,,,,,TCGA-3A-A9IL-01,6.4017,3.7207,8.444,11.2835,7.9752,9.684,2.8262,0.9033
,,,,,,,,,,,TCGA-HZ-A9TJ-06,8.9326,6.0643,10.2795,11.5386,8.1841,9.6307,7.2366,7.0289
